iter	MAE
760	1223.476923
761	1222.521227
762	1219.571421
763	1216.40865
764	1216.332897
765	1215.386025
766	1214.449585
767	1213.588936
768	1212.671131
769	1211.968725
770	1211.894544
771	1210.623634
772	1210.503414
773	1207.380394
774	1205.31288
775	1203.414992
776	1202.338828
777	1201.881296
778	1200.98085
779	1197.938898
780	1197.047499
781	1196.165014
782	1195.291354
783	1192.645944
784	1192.533738
785	1189.666778
786	1188.802954
787	1186.081248
788	1185.62851
789	1184.788478
790	1184.688312
791	1181.995084
792	1181.449547
793	1180.728742
794	1180.63327
795	1177.967033
796	1177.476449
797	1176.990857
798	1176.339178
799	1175.998912
800	1175.447082
801	1175.35259
802	1174.861316
803	1174.168317
804	1173.756894
805	1171.336245
806	1168.719896
807	1166.129711
808	1166.02917
809	1164.876057
810	1162.322579
811	1162.209974
812	1161.630322
813	1159.103625
814	1156.602195
815	1155.921266
816	1155.303475
817	1154.907192
818	1154.508175
819	1154.385429
820	1151.906164
821	1151.786502
822	1151.197745
823	1148.852853
824	1146.630586
825	1146.513203
826	1144.110189
827	1141.731662
828	1139.377653
829	1137.047365
830	1136.929703
831	1136.370604
832	1136.277869
833	1135.676709
834	1133.369045
835	1132.956744
836	1130.671373
837	1130.564282
838	1128.302011
839	1127.953696
840	1127.811962
841	1127.21792
842	1126.656213
843	1126.57039
844	1126.063473
845	1125.630195
846	1123.391284
847	1121.174763
848	1118.980407
849	1118.870544
850	1118.376668
851	1117.854314
852	1115.683361
853	1115.246779
854	1114.788356
855	1114.68527
856	1112.53594
857	1112.433892
858	1112.313944
859	1111.747837
860	1109.620175
861	1109.19689
862	1108.956776
863	1108.429515
864	1107.996589
865	1107.394932
866	1106.960299
867	1106.859814
868	1104.927863
869	1104.488237
870	1104.053703
871	1102.141065
872	1101.600398
873	1100.536954
874	1100.113578
875	1099.68193
876	1099.321092
877	1099.221641
878	1097.237415
879	1097.14303
880	1096.672968
881	1094.708591
882	1092.69424
883	1092.581422
884	1092.504998
885	1090.511182
886	1088.537305
887	1086.583166
888	1084.711198
889	1082.79702
890	1082.682422
891	1082.325023
892	1080.429714
893	1078.553358
894	1076.695766
895	1076.219142
896	1074.436022
897	1072.61775
898	1072.255975
899	1070.455072
900	1068.672179
901	1068.167573
902	1066.402501
903	1064.65508
904	1062.925134
905	1062.467344
906	1062.102834
907	1061.997458
908	1060.28617
909	1058.591996
910	1057.194355
911	1055.533894
912	1055.431546
913	1053.787722
914	1053.69365
915	1052.066103
916	1051.726087
917	1051.252549
918	1049.910246
919	1049.81339
920	1048.252557
921	1047.740837
922	1047.298879
923	1047.130168
924	1046.388304
925	1045.879251
926	1045.789909
927	1045.724178
928	1045.576185
929	1044.003909
930	1043.506901
931	1041.950347
932	1041.458309
933	1041.113315
934	1039.570963
935	1038.191306
936	1037.706134
937	1037.419287
938	1035.93395
939	1034.46377
940	1033.008403
941	1032.903726
942	1032.423316
943	1031.947853
944	1031.477144
945	1030.036857
946	1028.610973
947	1028.524393
948	1027.112682
949	1026.646508
950	1025.248909
951	1024.7874
952	1024.330506
953	1024.176146
954	1022.792578
955	1022.496234
956	1022.046328
957	1021.743218
958	1021.298274
959	1020.871863
960	1020.43505
961	1019.065616
962	1017.709877
963	1016.367696
964	1015.038936
965	1014.606479
966	1014.178347
967	1012.862884
968	1012.548658
969	1012.486877
970	1012.063746
971	1010.968975
972	1010.550076
973	1010.235427
974	1009.820716
975	1008.529278
976	1008.118714
977	1007.712257
978	1007.63521
979	1007.491034
980	1006.2121
981	1005.810097
982	1005.738535
983	1005.658161
984	1005.260445
985	1004.830852
986	1004.453476
987	1004.093758
988	1002.827302
989	1002.490843
990	1001.237388
991	1000.878942
992	999.6376898
993	998.4089698
994	998.3325757
995	997.9504834
996	996.7339739
997	996.6565355
998	995.6513996
999	995.2730044
1000	995.1477442
1001	993.9428946
1002	992.7500935
1003	991.5692204
1004	990.400156
1005	989.2427823
1006	988.0969823
1007	987.798568
1008	987.4841749
1009	986.3500831
1010	985.2273323
1011	984.235117
1012	984.0417005
1013	983.7205632
1014	983.4470399
1015	983.1513108
1016	983.0679539
1017	981.9878896
1018	981.9104339
1019	981.6177314
1020	981.4100579
1021	981.0860306
1022	980.7652436
1023	979.6961866
1024	979.3786054
1025	979.2984
1026	978.9792517
1027	977.9206807
1028	977.8430347
1029	976.7954374
1030	976.7232021
1031	975.6859756
1032	975.373847
1033	975.2993284
1034	974.9904557
1035	974.7242187
1036	973.6972098
1037	972.6804711
1038	972.4723473
1039	971.4657805
1040	971.1618652
1041	970.8609891
1042	970.5974244
1043	970.2966292
1044	970.0425413
1045	969.9588713
1046	969.0585374
1047	968.7634979
1048	968.4806765
1049	968.4059888
1050	968.3320479
1051	968.2521372
1052	967.2636913
1053	966.983783
1054	966.6910161
1055	966.4445315
1056	966.1951345
1057	965.9054416
1058	965.7373099
1059	965.4901984
1060	964.5114465
1061	964.2249772
1062	963.9413727
1063	963.6717825
1064	963.510468
1065	962.5414897
1066	962.2995334
1067	962.0214058
1068	961.9524468
1069	961.6763465
1070	961.4032859
1071	961.0322424
1072	960.078187
1073	959.843026
1074	959.6029391
1075	959.3701249
1076	959.1025062
1077	958.1579864
1078	957.8930466
1079	957.6847224
1080	956.7496452
1081	955.8239187
1082	954.9074495
1083	954.6790465
1084	954.4246945
1085	954.3675432
1086	954.1054827
1087	953.2187628
1088	952.3207231
1089	952.0883966
1090	951.8615298
1091	951.8094682
1092	951.5521792
1093	951.3303233
1094	951.110686
1095	951.0301246
1096	950.1414503
1097	949.263985
1098	948.392972
1099	948.1652058
1100	947.9126088
1101	947.6625378
1102	947.4175801
1103	947.1722144
1104	946.9564108
1105	946.877203
1106	946.0153753
1107	945.9495619
1108	945.8598913
1109	945.6440227
1110	944.7908647
1111	944.6677198
1112	943.8224774
1113	943.6061424
1114	942.7692896
1115	942.5297788
1116	942.2965157
1117	941.4680456
1118	941.3286037
1119	940.5084252
1120	940.2929417
1121	939.4809646
1122	939.3597427
1123	939.125986
1124	938.8948974
1125	938.6565778
1126	938.4468565
1127	937.6429497
1128	937.4192568
1129	937.2106209
1130	937.135014
1131	937.0569674
1132	936.825923
1133	936.0300998
1134	935.8010247
1135	935.5723193
1136	935.5038968
1137	935.4309903
1138	935.2047114
1139	934.4163995
1140	934.3442332
1141	933.5640718
1142	933.3366667
1143	932.56434
1144	932.3394897
1145	932.2173837
1146	932.0739363
1147	931.8580209
1148	931.6384302
1149	931.4481437
1150	931.2326517
1151	931.0469424
1152	930.2832766
1153	929.5272475
1154	929.3284526
1155	929.1257894
1156	928.990914
1157	928.7691658
1158	928.5623517
1159	928.3672133
1160	927.6187444
1161	927.4866583
1162	927.3091014
1163	927.1066207
1164	926.3647938
1165	926.2446816
1166	926.1887541
1167	925.454783
1168	924.7281518
1169	924.0087868
1170	923.6138807
1171	923.3968708
1172	923.2163957
1173	923.0424848
1174	922.8513939
1175	922.7110907
1176	922.5424526
1177	921.8336188
1178	921.6395586
1179	921.5051531
1180	921.4315799
1181	921.389498
1182	921.223609
1183	921.0322705
1184	920.3307332
1185	920.1684105
1186	919.4739056
1187	919.3526091
1188	919.1919201
1189	919.0057296
1190	918.8161628
1191	918.658936
1192	918.486169
1193	917.7986858
1194	917.6589655
1195	917.4977371
1196	917.3458887
1197	916.9782115
1198	916.7655089
1199	916.5880997
1200	916.5189913
1201	916.3431504
1202	916.2171409
1203	916.0713026
1204	915.8844497
1205	915.833052
1206	915.6890284
1207	915.5907679
1208	914.9132397
1209	914.7941704
1210	914.6254173
1211	913.954014
1212	913.7685209
1213	913.6014554
1214	913.4925482
1215	913.4416566
1216	913.2867303
1217	913.1335667
1218	912.4709867
1219	912.3270866
1220	912.22064
1221	912.1421128
1222	911.9368654
1223	911.7972471
1224	911.6558236
1225	911.5994143
1226	910.941899
1227	910.8010496
1228	910.149371
1229	910.0226127
1230	909.9514483
1231	909.8611921
1232	909.2184591
1233	909.0167673
1234	908.9080182
1235	908.7739998
1236	908.7154295
1237	908.6109297
1238	907.9742831
1239	907.7746422
1240	907.6575702
1241	907.0273043
1242	906.403341
1243	906.2276832
1244	906.1585923
1245	905.5407588
1246	905.4051005
1247	905.2324795
1248	905.1741397
1249	905.0694285
1250	904.8986657
1251	904.2868113
1252	904.1659887
1253	903.5595348
1254	903.5003496
1255	902.9000253
1256	902.821737
1257	902.7646864
1258	902.6594691
1259	902.0645698
1260	901.9352369
1261	901.8447224
1262	901.7165028
1263	901.1270098
1264	901.0813619
1265	900.9835365
1266	900.8608787
1267	900.277373
1268	899.6997024
1269	899.5119006
1270	899.3864513
1271	898.8145545
1272	898.2483767
1273	898.0635814
1274	897.5030653
1275	896.9481544
1276	896.3987925
1277	896.3708356
1278	895.9110596
1279	895.4922926
1280	895.3734437
1281	895.3360735
1282	895.173611
1283	895.0783977
1284	894.9585009
1285	894.8398031
1286	894.7933426
1287	894.6914401
1288	894.5326559
1289	894.3557098
1290	894.2218852
1291	894.1023066
1292	894.0931052
1293	893.917815
1294	893.7636346
1295	893.6337887
1296	893.5239226
1297	893.4299328
1298	893.2782144
1299	893.1642397
1300	893.0838851
1301	892.6665478
1302	892.6127399
1303	892.4860492
1304	892.3929614
1305	892.322446
1306	892.2260548
1307	892.1790371
1308	892.1330051
1309	892.0182113
1310	891.9681975
1311	891.5543667
1312	891.5022396
1313	891.3783987
1314	891.3431719
1315	891.2437544
1316	891.1288933
1317	891.0149882
1318	890.6044939
1319	890.1981046
1320	890.167705
1321	890.0549098
1322	889.9411845
1323	889.8548717
1324	889.4523222
1325	889.4017951
1326	889.2898846
1327	889.1989089
1328	889.0877587
1329	889.0555669
1330	888.9258514
1331	888.836361
1332	888.7279004
1333	888.6748384
1334	888.2764461
1335	888.2466891
1336	888.1482642
1337	888.1102366
1338	888.0381452
1339	887.9132641
1340	887.8117699
1341	887.7055693
1342	887.6166227
1343	887.5613213
1344	887.5291405
1345	887.4157149
1346	887.3102604
1347	887.2043212
1348	887.1589014
1349	887.1287611
1350	887.0245103
1351	887.0180531
1352	886.9660884
1353	886.8545859
1354	886.7441985
1355	886.6469646
1356	886.5833798
1357	886.1869626
1358	885.9802766
1359	885.9492727
1360	885.5584799
1361	885.4797597
1362	885.3867318
1363	885.3448089
1364	885.2856115
1365	885.2618457
1366	885.1591479
1367	885.0673481
1368	884.9765845
1369	884.91023
1370	884.7465994
1371	884.6467617
1372	884.5619338
1373	884.5418692
1374	884.454151
1375	884.401473
1376	884.3175959
1377	884.2062746
1378	884.1729534
1379	884.0638891
1380	884.0077749
1381	883.6218986
1382	883.574505
1383	883.4775726
1384	883.0956358
1385	882.9708283
1386	882.8748585
1387	882.8454178
1388	882.7640695
1389	882.7092173
1390	882.3303916
1391	882.2520112
1392	882.1714763
1393	882.0910466
1394	882.0392821
1395	881.9932475
1396	881.9129133
1397	881.8363833
1398	881.7357994
1399	881.6993671
1400	881.6283711
1401	881.5929512
1402	881.4849212
1403	881.3938396
1404	881.3829009
1405	881.2913351
1406	881.2225796
1407	880.846978
1408	880.74088
1409	880.6703387
1410	880.5915971
1411	880.5559636
1412	880.4652121
1413	880.3235277
1414	880.2606485
1415	880.2336717
1416	880.1225474
1417	880.0008682
1418	879.95625
1419	879.926515
1420	879.8768531
1421	879.8335583
1422	879.4628659
1423	879.4361434
1424	879.3655156
1425	879.3373596
1426	879.2684161
1427	878.9015789
1428	878.7950655
1429	878.7428476
1430	878.3797416
1431	878.2912946
1432	878.1859407
1433	878.0991095
1434	878.0342309
1435	877.9609018
1436	877.934312
1437	877.864302
1438	877.8268051
1439	877.7240601
1440	877.6202399
1441	877.5354454
1442	877.4326706
1443	877.3887864
1444	877.3259858
1445	877.2665506
1446	877.2464313
1447	877.1871682
1448	877.1046278
1449	877.0229128
1450	876.9060565
1451	876.8786948
1452	876.763032
1453	876.7255069
1454	876.3650942
1455	876.2667148
1456	876.2249403
1457	876.17446
1458	876.0288424
1459	875.9896873
1460	875.9373562
1461	875.581223
1462	875.4946056
1463	875.3864216
1464	875.3310962
1465	875.2293442
1466	875.2045681
1467	874.8506806
1468	874.8097471
1469	874.7807411
1470	874.7541893
1471	874.6769211
1472	874.6073343
1473	874.5682713
1474	874.5215912
1475	874.4404272
1476	874.3980698
1477	874.0484049
1478	873.9469513
1479	873.8910451
1480	873.8649594
1481	873.8062412
1482	873.7958052
1483	873.7519884
1484	873.6528361
1485	873.5962335
1486	873.4947411
1487	873.4371113
1488	873.3364839
1489	873.2817765
1490	873.183497
1491	873.1271967
1492	872.9941436
1493	872.948793
1494	872.881194
1495	872.7649475
1496	872.7035079
1497	872.6647969
1498	872.5539505
1499	872.4833537
1500	872.4364238
1501	872.0906168
1502	872.0700755
1503	871.9703608
1504	871.8723413
1505	871.5525599
1506	871.5113749
1507	871.4131475
1508	871.3233711
1509	871.2267013
1510	870.8895398
1511	870.8221748
1512	870.7541958
1513	870.4210575
1514	870.3814117
1515	870.2836963
1516	870.2449501
1517	869.9150732
1518	869.5884951
1519	869.4974498
1520	869.1741021
1521	869.0783655
1522	869.0411044
1523	868.7211882
1524	868.626404
1525	868.5560685
1526	868.4620196
1527	868.404951
1528	868.3684122
1529	868.2720438
1530	868.2339246
1531	867.9174189
1532	867.8243491
1533	867.7569284
1534	867.7550161
1535	867.6709822
1536	867.6211355
1537	867.3076234
1538	867.2689057
1539	867.2020574
1540	867.1487055
1541	866.8384564
1542	866.7952626
1543	866.7486492
1544	866.7139445
1545	866.6588329
1546	866.6232692
1547	866.5812243
1548	866.5154529
1549	866.2345789
1550	866.1816193
1551	866.1599195
1552	866.1185154
1553	866.0801208
1554	865.9893324
1555	865.6964387
1556	865.6318097
1557	865.568512
1558	865.5224359
1559	865.4405648
1560	865.3884331
1561	865.369301
1562	865.0794291
1563	864.9902998
1564	864.9423849
1565	864.8986234
1566	864.8046396
1567	864.7715254
1568	864.6834418
1569	864.5962389
1570	864.5561969
1571	864.537801
1572	864.5070588
1573	864.4241382
1574	864.3678967
1575	864.2829335
1576	864.2625102
1577	864.2137639
1578	864.1674503
1579	864.1051186
1580	864.0434103
1581	864.0247601
1582	863.9936223
1583	863.9550242
1584	863.9358284
1585	863.8469714
1586	863.5608889
1587	863.5157117
1588	863.4294925
1589	863.3854936
1590	863.3291897
1591	863.2441803
1592	863.2025537
1593	862.918905
1594	862.8563579
1595	862.8207332
1596	862.7438837
1597	862.6829884
1598	862.6386926
1599	862.562404
1600	862.5027924
1601	862.4574378
1602	862.3732602
1603	862.3293255
1604	862.2852118
1605	862.2458438
1606	862.1476275
1607	862.0782722
1608	862.0316733
1609	861.9493372
1610	861.9160773
1611	861.8934413
1612	861.8119455
1613	861.7569603
1614	861.6762679
1615	861.6366441
1616	861.5566164
1617	861.4996102
1618	861.4522344
1619	861.4181657
1620	861.3622042
1621	861.0822413
1622	861.0462253
1623	860.9886159
1624	860.9330174
1625	860.8550069
1626	860.6515917
1627	860.5965723
1628	860.5429216
1629	860.5208431
1630	860.4505675
1631	860.4077704
1632	860.340926
1633	860.2776112
1634	860.2326665
1635	860.139249
1636	860.1086799
1637	860.0789874
1638	860.0287166
1639	859.9951051
1640	859.938306
1641	859.8955143
1642	859.8391562
1643	859.7600789
1644	859.7447651
1645	859.4692825
1646	859.4149363
1647	859.3222384
1648	859.2687614
1649	859.1905079
1650	859.1190784
1651	859.076752
1652	858.9994139
1653	858.9129135
1654	858.8729233
1655	858.8615116
1656	858.7850062
1657	858.7420854
1658	858.6483479
1659	858.5961413
1660	858.3238799
1661	858.2431303
1662	858.1907935
1663	857.9217151
1664	857.6553274
1665	857.6096072
1666	857.5343457
1667	857.5161133
1668	857.4867319
1669	857.444093
1670	857.4049407
1671	857.3304766
